penalty_id,race_id,driver_id,penalty_type,penalty_points,description 
1254,2910,1903,Stop-and-go,0,Term pretty represent add player company room.
1255,2894,2542,Stop-and-go,8,Key wide central green.
1256,2561,1350,Time Penalty,4,Remember model enter when.
1257,1189,1485,Stop-and-go,5,Shake follow society kid whether father cup.
1258,1447,845,Drive-through,5,Whatever policy only partner behavior go professional beautiful.
1259,254,1269,Stop-and-go,7,Model down people nearly book.
1260,1527,2437,Stop-and-go,8,Lead personal most career soldier painting give.
1261,262,1070,Time Penalty,3,Son technology sign respond.
1262,2809,58,Drive-through,7,Change worker event maybe light future simply.
1263,244,2189,Stop-and-go,10,Red animal focus its color join loss.
1264,326,687,Time Penalty,1,Development prevent those likely it focus answer.
1265,2462,2776,Time Penalty,2,Middle assume up shake dog short ground.
1266,642,32,Time Penalty,8,Pass next others sound.
1267,1262,1908,Time Penalty,1,Wonder bill reason local itself education evidence.
1268,1520,1582,Drive-through,7,Man front beyond.
1269,1039,1839,Drive-through,8,Meet wear authority manager.
1270,2635,2898,Drive-through,8,Wall guy find week.
1271,494,2044,Stop-and-go,7,Raise plant particular purpose.
1272,1272,2157,Stop-and-go,4,Town physical various rather.
1273,1474,54,Time Penalty,8,Approach purpose them teach compare age realize.
1274,604,457,Stop-and-go,7,By practice you officer word hear certain.
1275,455,1043,Drive-through,0,Population American mind pay admit side.
1276,2534,333,Drive-through,2,Find black radio cost.
1277,2410,1877,Drive-through,3,Relate side tonight hour former.
1278,517,443,Stop-and-go,1,Threat during bag expect standard decade.
1279,1366,2593,Time Penalty,7,We TV ask shoulder itself red interview interview.
1280,1523,2731,Time Penalty,6,Down take similar south condition.
1281,386,420,Drive-through,1,Summer several board just.
1282,1671,1063,Time Penalty,9,Least during movement social huge.
1283,1825,1437,Time Penalty,6,Organization mission debate eye buy.
1284,2616,144,Drive-through,10,Still option course bring political effort not traditional.
1285,2895,1731,Stop-and-go,7,Decade north type use protect stop section.
1286,2496,2648,Drive-through,10,Past recent main law.
1287,2747,812,Drive-through,2,Police everything body agree age.
1288,2257,1964,Drive-through,2,Crime indicate money director simply.
1289,1973,1201,Stop-and-go,0,Matter fight would morning.
1290,1605,131,Drive-through,10,Stand couple life stuff impact buy.
1291,2437,274,Time Penalty,4,Time especially technology environment question cultural.
1292,2110,1944,Drive-through,6,Leave trip might outside hot.
1293,1940,686,Drive-through,1,Time budget decision happen.
1294,1697,2950,Stop-and-go,0,Population whether really.
1295,540,785,Drive-through,6,Ball may shoulder pick down man.
1296,513,572,Drive-through,6,Side during treat born.
1297,825,1002,Stop-and-go,10,Network use little sound fine interest less.
1298,2337,135,Drive-through,2,Local attorney piece list paper four.
1299,2846,2,Stop-and-go,4,Writer challenge continue.
1300,922,2386,Stop-and-go,8,Sell building future war six Mrs.
1301,105,1888,Drive-through,0,See whom discover election PM.
1302,1831,2599,Time Penalty,4,Statement deep above front.
1303,163,2388,Stop-and-go,7,Maintain modern kid other later college.
1304,1571,2368,Drive-through,1,College speak brother statement manager serious.
1305,155,2751,Stop-and-go,7,Break stay father event rest lay law.
1306,1475,24,Drive-through,9,Pattern across none defense or little detail.
1307,396,2961,Drive-through,7,Wear once state.
1308,3,2947,Time Penalty,6,Month language support program.
1309,253,2323,Stop-and-go,8,Door argue another.
1310,1101,2078,Drive-through,1,His land movie.
1311,768,817,Drive-through,8,Design production foot example according age.
1312,1382,784,Drive-through,7,Sea south price he huge.
1313,2742,2333,Drive-through,4,Center red ask.
1314,1523,2376,Stop-and-go,4,Prove dream according thus.
1315,1848,1878,Drive-through,6,Nearly someone area talk age.
1316,1940,2805,Stop-and-go,1,Design more idea beautiful identify party art.
1317,2117,291,Stop-and-go,8,Account response fly break fast pattern.
1318,1715,2304,Stop-and-go,0,News out bed interesting could.
1319,2319,26,Drive-through,5,Argue still Republican second difficult.
1320,2443,2744,Stop-and-go,5,Personal receive lawyer.
1321,2581,226,Drive-through,4,Nature school hope huge partner.
1322,595,511,Time Penalty,6,Team majority marriage.
1323,2708,2013,Stop-and-go,1,Rich stock this none sure for family.
1324,55,2090,Drive-through,9,Against admit by reality fund other.
1325,1732,2603,Drive-through,1,These marriage protect available every.
1326,2253,1987,Stop-and-go,2,Term fight same.
1327,439,2399,Drive-through,3,Book appear friend.
1328,232,2374,Stop-and-go,3,Approach risk city explain heart.
1329,1886,1970,Time Penalty,4,Class action worker author technology face sure spring.
1330,2010,2356,Time Penalty,6,Phone pull during late pattern.
1331,440,1088,Time Penalty,6,Participant meet area finish country Republican.
1332,669,1208,Time Penalty,1,Current still form talk everything air soon.
1333,1456,304,Stop-and-go,2,Age figure response computer middle show kid.
1334,898,2544,Stop-and-go,2,Rate do story to behind save line.
1335,31,2710,Drive-through,10,Economic democratic leader agree next anything food.
1336,642,1629,Time Penalty,7,Chance girl class budget.
1337,2691,1985,Time Penalty,3,Believe quite cold build military again score both.
1338,1173,1866,Time Penalty,5,If realize everything site collection ten.
1339,2787,2867,Stop-and-go,6,Color consumer bank far try road.
1340,1628,2508,Drive-through,6,Others security customer budget population situation before.
1341,1717,2305,Time Penalty,7,Allow difference step property team accept certain.
1342,512,2782,Time Penalty,9,Law treat everybody real word.
1343,2471,2066,Time Penalty,9,Night bank rather system eight condition sister.
1344,487,1737,Stop-and-go,5,Mr others theory edge image hospital tax.
1345,1902,83,Drive-through,2,Perform upon weight thank return pattern.
1346,124,2555,Time Penalty,9,Would investment red character season.
1347,996,2552,Drive-through,2,Eat left hope beat be financial write.
1348,2286,2826,Time Penalty,1,Kind eight almost source.
1349,2077,1979,Time Penalty,4,Event write source security move issue nice.
1350,2791,2767,Drive-through,2,Ready turn stay keep free it trade drop.
1351,2394,2376,Time Penalty,1,Traditional own organization company part would.
1352,2849,563,Drive-through,2,According important relationship fly.
1353,1163,2281,Time Penalty,1,Economic ask stand.
1354,2135,619,Stop-and-go,8,Information else project stop nice.
1355,2080,2633,Stop-and-go,7,Wear south sometimes cold.
1356,251,409,Drive-through,9,Keep sure eye.
1357,127,2675,Time Penalty,8,Road strong subject heavy threat.
1358,1863,2149,Stop-and-go,8,Campaign body war push sure discussion child.
1359,109,163,Stop-and-go,8,We then contain he special road whole.
1360,2231,1522,Stop-and-go,8,Safe former range politics artist exist.
1361,1181,1584,Drive-through,4,About southern born type.
1362,1276,899,Time Penalty,5,Offer far try choice general foreign visit.
1363,2331,2457,Time Penalty,9,Page south pretty.
1364,1733,1327,Stop-and-go,10,Glass year discover east tend successful street learn.
1365,2922,642,Drive-through,4,Deal check age page.
1366,80,1138,Stop-and-go,6,Rise item paper require truth couple.
1367,1752,2405,Time Penalty,8,Whose participant game life factor establish.
1368,887,2165,Stop-and-go,8,Teach bed evidence particular.
1369,1026,1345,Stop-and-go,2,Eye over wrong one of might middle.
1370,1735,697,Time Penalty,10,Decide likely doctor we.
1371,1007,2402,Drive-through,7,Down degree worker level.
1372,638,2728,Stop-and-go,9,Court beautiful figure white save old.
1373,1767,2040,Drive-through,10,Ball single mother military last not society.
1374,406,1180,Drive-through,3,Hold trouble newspaper computer eight model.
1375,142,1766,Drive-through,0,Democratic goal situation small majority light claim.
1376,96,1791,Drive-through,2,Deal let sea be clearly spring book.
1377,1233,352,Time Penalty,3,Agreement home about.
1378,1552,1814,Drive-through,9,Past body investment lawyer list even maintain.
1379,2930,2768,Drive-through,0,Board well all budget structure herself officer.
1380,1341,2726,Time Penalty,10,Start five specific surface official husband.
1381,1361,1922,Drive-through,6,Including color draw wide effect food.
1382,210,1020,Stop-and-go,7,Century mission stay push fine money material.
1383,1775,1270,Drive-through,6,Father however against agency.
1384,2729,751,Time Penalty,2,Building sport she.
1385,208,2879,Time Penalty,10,In under certainly spend school key maintain take.
1386,1118,618,Drive-through,5,Work class option so guess choice not.
1387,2695,2689,Stop-and-go,10,Job floor together professor direction.
1388,850,2253,Stop-and-go,2,Past play however democratic series save.
1389,2073,770,Stop-and-go,7,Particularly manager include establish.
1390,358,1661,Drive-through,0,Every kitchen hope region.
1391,615,1410,Time Penalty,9,Reach former attack win price.
1392,1344,2545,Time Penalty,6,On visit evidence ago agency.
1393,2256,49,Drive-through,5,Mother laugh parent.
1394,963,64,Time Penalty,10,Father war for.
1395,2603,470,Time Penalty,8,Cut role debate.
1396,371,816,Drive-through,2,Owner event mention far require ok.
1397,2060,2953,Stop-and-go,1,Stuff remember community.
1398,2257,2741,Stop-and-go,4,Financial act despite stuff or care.
1399,737,2149,Drive-through,5,Miss since behavior nothing blue.
1400,507,363,Time Penalty,8,Policy season run growth day loss child.
1401,362,2509,Time Penalty,7,Party international item later deal purpose.
1402,99,2704,Time Penalty,3,Single fill of one science record often.
1403,2319,1755,Drive-through,5,Different drive usually our sport.
1404,746,562,Drive-through,1,According south cause leave condition least thought.
1405,2402,8,Drive-through,0,Practice age certainly serve his.
1406,615,2640,Time Penalty,6,Each I official knowledge.
1407,2770,60,Time Penalty,8,Wall organization hard same experience pick.
1408,2247,1649,Drive-through,3,Measure free mission enough.
1409,1094,2960,Time Penalty,0,Wind hair suffer bed.
1410,757,1896,Stop-and-go,5,Keep nor part among third economy book.
1411,2570,2752,Time Penalty,2,Both service enter wall customer something.
1412,2952,2797,Time Penalty,10,American quite fire front challenge.
1413,1576,857,Time Penalty,2,Nor economic finally paper note message model.
1414,342,735,Drive-through,7,Will wait effect last arrive top.
1415,2072,717,Time Penalty,5,Help address area certainly.
1416,1027,2830,Time Penalty,0,Camera my capital situation report light simply.
1417,1460,306,Time Penalty,4,Up mention fast sort minute second soldier you.
1418,1967,1376,Drive-through,7,Data when us career.
1419,2877,2664,Drive-through,5,Thank improve son nice former movie.
1420,791,2399,Time Penalty,0,Situation current recent provide apply choose.
1421,1721,448,Time Penalty,2,Morning sit available hair pick above.
1422,1937,2178,Drive-through,7,Break remember large they when growth behind activity.
1423,2731,2474,Drive-through,8,Than model three strategy east building.
1424,1264,2654,Time Penalty,6,Program together sort subject network carry new.
1425,1632,65,Drive-through,2,Site property leave green individual.
1426,1667,2663,Time Penalty,2,Different material use recently.
1427,587,2385,Time Penalty,1,Central little minute suffer likely reach.
1428,1957,615,Stop-and-go,10,Happy stage everyone floor sign pattern source.
1429,273,1793,Stop-and-go,7,Girl build we I final identify court.
1430,2741,1405,Stop-and-go,0,Idea enjoy or mind them.
1431,949,1914,Stop-and-go,5,To again mention movie amount third.
1432,2257,2230,Drive-through,2,If cold leave alone where appear.
1433,1526,769,Time Penalty,8,Court response relate prove.
1434,2937,818,Drive-through,3,Become various at play occur second my.
1435,2090,1626,Drive-through,3,Spend throughout apply after idea game.
1436,2365,997,Drive-through,0,Box their usually Democrat government.
1437,1987,1570,Time Penalty,4,Score require surface writer arm story benefit.
